# Halofit, Smith 
#  k, P(k)
6.305990000000000250e-05 5.461180000000000234e+01
6.347419999999999614e-05 5.495790000000000219e+01
6.389120000000000248e-05 5.530630000000000024e+01
6.431100000000000141e-05 5.565680000000000405e+01
6.473349999999999948e-05 5.600950000000000273e+01
6.515880000000000370e-05 5.636449999999999960e+01
6.558690000000000049e-05 5.672170000000000556e+01
6.601780000000000343e-05 5.708120000000000260e+01
6.645160000000000595e-05 5.744310000000000116e+01
6.688809999999999407e-05 5.780709999999999837e+01
6.732760000000000231e-05 5.817350000000000421e+01
6.776990000000000314e-05 5.854209999999999781e+01
6.821519999999999700e-05 5.891320000000000334e+01
6.866340000000000399e-05 5.928659999999999997e+01
6.911449999999999701e-05 5.966230000000000189e+01
6.956859999999999661e-05 6.004039999999999822e+01
7.002559999999999579e-05 6.042089999999999606e+01
7.048569999999999499e-05 6.080380000000000251e+01
7.094880000000000078e-05 6.118910000000000338e+01
7.141489999999999958e-05 6.157689999999999486e+01
7.188409999999999841e-05 6.196709999999999496e+01
7.235639999999999726e-05 6.235990000000000322e+01
7.283179999999999613e-05 6.275509999999999877e+01
7.331029999999999502e-05 6.315279999999999205e+01
7.379189999999999393e-05 6.355290000000000106e+01
7.427669999999999986e-05 6.395570000000000022e+01
7.476469999999999926e-05 6.436100000000000421e+01
7.525590000000000567e-05 6.476890000000000214e+01
7.575039999999999898e-05 6.517940000000000111e+01
7.624800000000000588e-05 6.559239999999999782e+01
7.674900000000000667e-05 6.600809999999999889e+01
7.725320000000000093e-05 6.642640000000000100e+01
7.776080000000000264e-05 6.684739999999999327e+01
7.827170000000000481e-05 6.727100000000000080e+01
7.878589999999999389e-05 6.769729999999999848e+01
7.930350000000000398e-05 6.812630000000000052e+01
7.982460000000000141e-05 6.855809999999999604e+01
8.034899999999999931e-05 6.899250000000000682e+01
8.087689999999999810e-05 6.942980000000000018e+01
8.140829999999999779e-05 6.986979999999999791e+01
8.194310000000000493e-05 7.031250000000000000e+01
8.248150000000000642e-05 7.075820000000000221e+01
8.302339999999999525e-05 7.120659999999999457e+01
8.356890000000000553e-05 7.165789999999999793e+01
8.411790000000000315e-05 7.211190000000000566e+01
8.467060000000000211e-05 7.256900000000000261e+01
8.522680000000000197e-05 7.302880000000000393e+01
8.578679999999999661e-05 7.349150000000000205e+01
8.635039999999999914e-05 7.395720000000000027e+01
8.691770000000000301e-05 7.442589999999999861e+01
8.748880000000000166e-05 7.489740000000000464e+01
8.806360000000000164e-05 7.537209999999998900e+01
8.864210000000000297e-05 7.584969999999999857e+01
8.922450000000000606e-05 7.633020000000001914e+01
8.981070000000000394e-05 7.681399999999999295e+01
9.040080000000000359e-05 7.730080000000000950e+01
9.099469999999999802e-05 7.779049999999999443e+01
9.159260000000000123e-05 7.828350000000000364e+01
9.219429999999999921e-05 7.877939999999999543e+01
9.280000000000000597e-05 7.927870000000000061e+01
9.340969999999999438e-05 7.978090000000000259e+01
9.402340000000000513e-05 8.028629999999999711e+01
9.464120000000000453e-05 8.079519999999999413e+01
9.526299999999999915e-05 8.130710000000000548e+01
9.588880000000000255e-05 8.182230000000001269e+01
9.651880000000000160e-05 8.234059999999998070e+01
9.715290000000000286e-05 8.286230000000000473e+01
9.779119999999999978e-05 8.338739999999999952e+01
9.843370000000000591e-05 8.391570000000000107e+01
9.908039999999999415e-05 8.444729999999999848e+01
9.973139999999999859e-05 8.498250000000001592e+01
1.003869999999999996e-04 8.552119999999999322e+01
1.010459999999999944e-04 8.606260000000000332e+01
1.017100000000000003e-04 8.660790000000000077e+01
1.023780000000000013e-04 8.715659999999999741e+01
1.030509999999999998e-04 8.770900000000000318e+01
1.037279999999999935e-04 8.826470000000000482e+01
1.044089999999999960e-04 8.882349999999999568e+01
1.050949999999999958e-04 8.938620000000000232e+01
1.057860000000000067e-04 8.995310000000000628e+01
1.064809999999999992e-04 9.052299999999999613e+01
1.071800000000000004e-04 9.109600000000000364e+01
1.078850000000000013e-04 9.167379999999999995e+01
1.085929999999999952e-04 9.225390000000000157e+01
1.093070000000000023e-04 9.283880000000002042e+01
1.100250000000000045e-04 9.342679999999998586e+01
1.107480000000000042e-04 9.401869999999999550e+01
1.114760000000000013e-04 9.461459999999999582e+01
1.122079999999999936e-04 9.521370000000000289e+01
1.129449999999999969e-04 9.581669999999999732e+01
1.136869999999999976e-04 9.642349999999999000e+01
1.144339999999999957e-04 9.703449999999999420e+01
1.151860000000000047e-04 9.764910000000001844e+01
1.159429999999999977e-04 9.826800000000000068e+01
1.167039999999999994e-04 9.888970000000000482e+01
1.174710000000000007e-04 9.951619999999999777e+01
1.182429999999999994e-04 1.001470000000000198e+02
1.190199999999999955e-04 1.007810000000000059e+02
1.198020000000000026e-04 1.014200000000000017e+02
1.205889999999999935e-04 1.020619999999999976e+02
1.213809999999999954e-04 1.027079999999999984e+02
1.221790000000000105e-04 1.033589999999999804e+02
1.229810000000000072e-04 1.040130000000000052e+02
1.237889999999999900e-04 1.046720000000000113e+02
1.246030000000000130e-04 1.053359999999999985e+02
1.254209999999999906e-04 1.060019999999999953e+02
1.262450000000000085e-04 1.066730000000000018e+02
1.270750000000000124e-04 1.073499999999999943e+02
1.279099999999999866e-04 1.080299999999999869e+02
1.287500000000000124e-04 1.087140000000000128e+02
1.295959999999999972e-04 1.094020000000000010e+02
1.304470000000000065e-04 1.100949999999999989e+02
1.313040000000000019e-04 1.107920000000000016e+02
1.321670000000000104e-04 1.114939999999999856e+02
1.330349999999999892e-04 1.121999999999999886e+02
1.339090000000000083e-04 1.129100000000000108e+02
1.347890000000000134e-04 1.136259999999999906e+02
1.356750000000000046e-04 1.143460000000000036e+02
1.365659999999999932e-04 1.150690000000000026e+02
1.374629999999999949e-04 1.157979999999999876e+02
1.383660000000000098e-04 1.165310000000000201e+02
1.392759999999999994e-04 1.172699999999999960e+02
1.401910000000000135e-04 1.180120000000000005e+02
1.411119999999999866e-04 1.187599999999999909e+02
1.420389999999999999e-04 1.195109999999999957e+02
1.429719999999999993e-04 1.202680000000000007e+02
1.439110000000000118e-04 1.210289999999999964e+02
1.448569999999999990e-04 1.217960000000000065e+02
1.458080000000000107e-04 1.225669999999999789e+02
1.467659999999999972e-04 1.233430000000000177e+02
1.477310000000000125e-04 1.241239999999999952e+02
1.487009999999999981e-04 1.249099999999999824e+02
1.496780000000000126e-04 1.257009999999999934e+02
1.506620000000000019e-04 1.264969999999999999e+02
1.516509999999999885e-04 1.272969999999999970e+02
1.526479999999999927e-04 1.281040000000000134e+02
1.536510000000000100e-04 1.289149999999999920e+02
1.546600000000000134e-04 1.297309999999999945e+02
1.556759999999999915e-04 1.305519999999999925e+02
1.566989999999999984e-04 1.313789999999999907e+02
1.577290000000000072e-04 1.322110000000000127e+02
1.587650000000000020e-04 1.330480000000000018e+02
1.598079999999999987e-04 1.338899999999999864e+02
1.608579999999999971e-04 1.347379999999999995e+02
1.619149999999999973e-04 1.355910000000000082e+02
1.629789999999999993e-04 1.364490000000000123e+02
1.640489999999999874e-04 1.373120000000000118e+02
1.651269999999999930e-04 1.381819999999999879e+02
1.662120000000000004e-04 1.390569999999999879e+02
1.673040000000000096e-04 1.399370000000000118e+02
1.684029999999999935e-04 1.408220000000000027e+02
1.695099999999999949e-04 1.417139999999999986e+02
1.706230000000000095e-04 1.426109999999999900e+02
1.717439999999999874e-04 1.435130000000000052e+02
1.728730000000000099e-04 1.444219999999999970e+02
1.740079999999999915e-04 1.453350000000000080e+02
1.751520000000000063e-04 1.462560000000000002e+02
1.763020000000000071e-04 1.471800000000000068e+02
1.774609999999999870e-04 1.481119999999999948e+02
1.786269999999999959e-04 1.490500000000000114e+02
1.798000000000000065e-04 1.499919999999999902e+02
1.809810000000000075e-04 1.509410000000000309e+02
1.821699999999999990e-04 1.518959999999999866e+02
1.833670000000000081e-04 1.528569999999999993e+02
1.845720000000000075e-04 1.538249999999999886e+02
1.857849999999999975e-04 1.547980000000000302e+02
1.870049999999999892e-04 1.557769999999999868e+02
1.882339999999999870e-04 1.567630000000000052e+02
1.894710000000000025e-04 1.577549999999999955e+02
1.907149999999999926e-04 1.587529999999999859e+02
1.919679999999999889e-04 1.597570000000000050e+02
1.932299999999999914e-04 1.607680000000000291e+02
1.944989999999999957e-04 1.617849999999999682e+02
1.957770000000000061e-04 1.628079999999999927e+02
1.970630000000000070e-04 1.638379999999999939e+02
1.983579999999999870e-04 1.648749999999999716e+02
1.996610000000000116e-04 1.659180000000000064e+02
2.009729999999999882e-04 1.669670000000000130e+02
2.022930000000000095e-04 1.680230000000000246e+02
2.036220000000000098e-04 1.690860000000000127e+02
2.049599999999999892e-04 1.701550000000000011e+02
2.063070000000000019e-04 1.712319999999999993e+02
2.076620000000000050e-04 1.723139999999999930e+02
2.090270000000000029e-04 1.734050000000000011e+02
2.103999999999999913e-04 1.745010000000000048e+02
2.117820000000000130e-04 1.756049999999999898e+02
2.131740000000000024e-04 1.767150000000000034e+02
2.145740000000000093e-04 1.778319999999999936e+02
2.159840000000000110e-04 1.789569999999999936e+02
2.174029999999999919e-04 1.800890000000000271e+02
2.188310000000000060e-04 1.812270000000000039e+02
2.202689999999999878e-04 1.823729999999999905e+02
2.217160000000000029e-04 1.835260000000000105e+02
2.231730000000000129e-04 1.846870000000000118e+02
2.246390000000000019e-04 1.858540000000000134e+02
2.261150000000000128e-04 1.870300000000000296e+02
2.276009999999999915e-04 1.882119999999999891e+02
2.290960000000000034e-04 1.894019999999999868e+02
2.306010000000000102e-04 1.905989999999999895e+02
2.321160000000000118e-04 1.918040000000000020e+02
2.336410000000000082e-04 1.930159999999999911e+02
2.351759999999999994e-04 1.942359999999999900e+02
2.367210000000000126e-04 1.954639999999999986e+02
2.382759999999999934e-04 1.966990000000000123e+02
2.398420000000000120e-04 1.979420000000000073e+02
2.414179999999999983e-04 1.991929999999999836e+02
2.430040000000000065e-04 2.004519999999999982e+02
2.445999999999999824e-04 2.017179999999999893e+02
2.462070000000000231e-04 2.029929999999999950e+02
2.478250000000000201e-04 2.042760000000000105e+02
2.494530000000000120e-04 2.055660000000000025e+02
2.510920000000000144e-04 2.068660000000000139e+02
2.527419999999999732e-04 2.081730000000000302e+02
2.544019999999999810e-04 2.094869999999999948e+02
2.560740000000000152e-04 2.108110000000000070e+02
2.577559999999999899e-04 2.121420000000000243e+02
2.594499999999999910e-04 2.134830000000000041e+02
2.611539999999999868e-04 2.148299999999999841e+02
2.628700000000000090e-04 2.161879999999999598e+02
2.645969999999999876e-04 2.175529999999999973e+02
2.663349999999999767e-04 2.189259999999999593e+02
2.680849999999999921e-04 2.203089999999999975e+02
2.698460000000000181e-04 2.216999999999999886e+02
2.716190000000000162e-04 2.230989999999999895e+02
2.734039999999999864e-04 2.245089999999999861e+02
2.752000000000000214e-04 2.259259999999999877e+02
2.770079999999999743e-04 2.273519999999999754e+02
2.788280000000000077e-04 2.287870000000000061e+02
2.806600000000000132e-04 2.302320000000000277e+02
2.825039999999999908e-04 2.316850000000000023e+02
2.843599999999999947e-04 2.331479999999999677e+02
2.862280000000000249e-04 2.346189999999999429e+02
2.881089999999999888e-04 2.361000000000000227e+02
2.900019999999999790e-04 2.375900000000000034e+02
2.919069999999999955e-04 2.390900000000000034e+02
2.938249999999999998e-04 2.405980000000000416e+02
2.957549999999999762e-04 2.421160000000000139e+02
2.976979999999999947e-04 2.436440000000000055e+02
2.996540000000000011e-04 2.451810000000000116e+02
3.016229999999999953e-04 2.467280000000000371e+02
3.036049999999999773e-04 2.482849999999999966e+02
3.055989999999999857e-04 2.498509999999999991e+02
3.076069999999999976e-04 2.514269999999999925e+02
3.096279999999999974e-04 2.530130000000000337e+02
3.116619999999999851e-04 2.546080000000000041e+02
3.137099999999999763e-04 2.562139999999999986e+02
3.157710000000000096e-04 2.578299999999999841e+02
3.178459999999999923e-04 2.594560000000000173e+02
3.199340000000000170e-04 2.610919999999999845e+02
3.220359999999999911e-04 2.627379999999999995e+02
3.241520000000000230e-04 2.643949999999999818e+02
3.262809999999999886e-04 2.660610000000000355e+02
3.284249999999999735e-04 2.677389999999999759e+02
3.305830000000000162e-04 2.694259999999999309e+02
3.327550000000000082e-04 2.711250000000000000e+02
3.349410000000000039e-04 2.728330000000000268e+02
3.371410000000000032e-04 2.745520000000000209e+02
3.393560000000000218e-04 2.762819999999999823e+02
3.415860000000000055e-04 2.780229999999999677e+02
3.438299999999999928e-04 2.797749999999999773e+02
3.460889999999999995e-04 2.815370000000000346e+02
3.483630000000000255e-04 2.833109999999999786e+02
3.506520000000000166e-04 2.850960000000000036e+02
3.529550000000000114e-04 2.868910000000000196e+02
3.552739999999999869e-04 2.886970000000000027e+02
3.576089999999999976e-04 2.905160000000000196e+02
3.599580000000000119e-04 2.923450000000000273e+02
3.623230000000000070e-04 2.941859999999999218e+02
3.647030000000000215e-04 2.960380000000000109e+02
3.670999999999999784e-04 2.979019999999999868e+02
3.695109999999999931e-04 2.997760000000000105e+02
3.719390000000000044e-04 3.016639999999999873e+02
3.743829999999999966e-04 3.035620000000000118e+02
3.768420000000000081e-04 3.054719999999999800e+02
3.793180000000000163e-04 3.073939999999999486e+02
3.818100000000000053e-04 3.093279999999999745e+02
3.843189999999999909e-04 3.112749999999999773e+02
3.868440000000000116e-04 3.132330000000000041e+02
3.893850000000000132e-04 3.152020000000000550e+02
3.919439999999999730e-04 3.171850000000000023e+02
3.945190000000000220e-04 3.191799999999999500e+02
3.971110000000000135e-04 3.211870000000000118e+02
3.997200000000000015e-04 3.232060000000000173e+02
4.023459999999999862e-04 3.252379999999999995e+02
4.049890000000000217e-04 3.272830000000000155e+02
4.076500000000000154e-04 3.293399999999999750e+02
4.103280000000000057e-04 3.314100000000000250e+02
4.130240000000000083e-04 3.334929999999999950e+02
4.157380000000000233e-04 3.355889999999999986e+02
4.184689999999999807e-04 3.376979999999999791e+02
4.212180000000000047e-04 3.398190000000000168e+02
4.239860000000000026e-04 3.419540000000000077e+02
4.267709999999999971e-04 3.441019999999999754e+02
4.295750000000000198e-04 3.462640000000000100e+02
4.323980000000000163e-04 3.484390000000000214e+02
4.352380000000000094e-04 3.506259999999999764e+02
4.380979999999999922e-04 3.528279999999999745e+02
4.409759999999999873e-04 3.550430000000000064e+02
4.438730000000000106e-04 3.572719999999999914e+02
4.467900000000000235e-04 3.595149999999999864e+02
4.497249999999999946e-04 3.617710000000000150e+02
4.526800000000000095e-04 3.640409999999999400e+02
4.556539999999999983e-04 3.663249999999999886e+02
4.586479999999999767e-04 3.686240000000000236e+02
