# Halofit, tahahashi 
#  k, P(k)
9.464120000000000453e-05 1.699240000000000066e+02
9.526299999999999915e-05 1.710000000000000000e+02
9.588880000000000255e-05 1.720840000000000032e+02
9.651880000000000160e-05 1.731740000000000066e+02
9.715290000000000286e-05 1.742709999999999866e+02
9.779119999999999978e-05 1.753760000000000048e+02
9.843370000000000591e-05 1.764869999999999948e+02
9.908039999999999415e-05 1.776049999999999898e+02
9.973139999999999859e-05 1.787299999999999898e+02
1.003869999999999996e-04 1.798629999999999995e+02
1.010459999999999944e-04 1.810020000000000095e+02
1.017100000000000003e-04 1.821490000000000009e+02
1.023780000000000013e-04 1.833029999999999688e+02
1.030509999999999998e-04 1.844650000000000034e+02
1.037279999999999935e-04 1.856330000000000098e+02
1.044089999999999960e-04 1.868079999999999927e+02
1.050949999999999958e-04 1.879919999999999902e+02
1.057860000000000067e-04 1.891839999999999975e+02
1.064809999999999992e-04 1.903830000000000098e+02
1.071800000000000004e-04 1.915880000000000223e+02
1.078850000000000013e-04 1.928029999999999973e+02
1.085929999999999952e-04 1.940229999999999961e+02
1.093070000000000023e-04 1.952529999999999859e+02
1.100250000000000045e-04 1.964900000000000091e+02
1.107480000000000042e-04 1.977350000000000136e+02
1.114760000000000013e-04 1.989880000000000280e+02
1.122079999999999936e-04 2.002479999999999905e+02
1.129449999999999969e-04 2.015159999999999911e+02
1.136869999999999976e-04 2.027920000000000016e+02
1.144339999999999957e-04 2.040770000000000550e+02
1.151860000000000047e-04 2.053699999999999761e+02
1.159429999999999977e-04 2.066709999999999923e+02
1.167039999999999994e-04 2.079790000000000134e+02
1.174710000000000007e-04 2.092969999999999970e+02
1.182429999999999994e-04 2.106229999999999905e+02
1.190199999999999955e-04 2.119569999999999936e+02
1.198020000000000026e-04 2.133000000000000114e+02
1.205889999999999935e-04 2.146510000000000105e+02
1.213809999999999954e-04 2.160099999999999909e+02
1.221790000000000105e-04 2.173789999999999907e+02
1.229810000000000072e-04 2.187539999999999907e+02
1.237889999999999900e-04 2.201400000000000148e+02
1.246030000000000130e-04 2.215360000000000014e+02
1.254209999999999906e-04 2.229379999999999882e+02
1.262450000000000085e-04 2.243489999999999895e+02
1.270750000000000124e-04 2.257709999999999866e+02
1.279099999999999866e-04 2.272019999999999698e+02
1.287500000000000124e-04 2.286400000000000148e+02
1.295959999999999972e-04 2.300879999999999654e+02
1.304470000000000065e-04 2.315449999999999875e+02
1.313040000000000019e-04 2.330109999999999957e+02
1.321670000000000104e-04 2.344869999999999948e+02
1.330349999999999892e-04 2.359719999999999800e+02
1.339090000000000083e-04 2.374660000000000082e+02
1.347890000000000134e-04 2.389710000000000036e+02
1.356750000000000046e-04 2.404850000000000136e+02
1.365659999999999932e-04 2.420069999999999482e+02
1.374629999999999949e-04 2.435389999999999873e+02
1.383660000000000098e-04 2.450809999999999889e+02
1.392759999999999994e-04 2.466350000000000477e+02
1.401910000000000135e-04 2.481959999999999980e+02
1.411119999999999866e-04 2.497680000000000007e+02
1.420389999999999999e-04 2.513489999999999895e+02
1.429719999999999993e-04 2.529410000000000025e+02
1.439110000000000118e-04 2.545419999999999447e+02
1.448569999999999990e-04 2.561549999999999727e+02
1.458080000000000107e-04 2.577749999999999773e+02
1.467659999999999972e-04 2.594080000000000155e+02
1.477310000000000125e-04 2.610509999999999877e+02
1.487009999999999981e-04 2.627029999999999745e+02
1.496780000000000126e-04 2.643670000000000186e+02
1.506620000000000019e-04 2.660419999999999732e+02
1.516509999999999885e-04 2.677250000000000227e+02
1.526479999999999927e-04 2.694209999999999923e+02
1.536510000000000100e-04 2.711270000000000095e+02
1.546600000000000134e-04 2.728419999999999845e+02
1.556759999999999915e-04 2.745699999999999932e+02
1.566989999999999984e-04 2.763079999999999927e+02
1.577290000000000072e-04 2.780590000000000259e+02
1.587650000000000020e-04 2.798190000000000168e+02
1.598079999999999987e-04 2.815900000000000318e+02
1.608579999999999971e-04 2.833729999999999336e+02
1.619149999999999973e-04 2.851669999999999732e+02
1.629789999999999993e-04 2.869730000000000132e+02
1.640489999999999874e-04 2.887880000000000109e+02
1.651269999999999930e-04 2.906159999999999286e+02
1.662120000000000004e-04 2.924560000000000173e+02
1.673040000000000096e-04 2.943070000000000164e+02
1.684029999999999935e-04 2.961689999999999827e+02
1.695099999999999949e-04 2.980450000000000159e+02
1.706230000000000095e-04 2.999300000000000068e+02
1.717439999999999874e-04 3.018279999999999745e+02
1.728730000000000099e-04 3.037400000000000091e+02
1.740079999999999915e-04 3.056600000000000250e+02
1.751520000000000063e-04 3.075960000000000036e+02
1.763020000000000071e-04 3.095409999999999968e+02
1.774609999999999870e-04 3.115009999999999764e+02
1.786269999999999959e-04 3.134730000000000132e+02
1.798000000000000065e-04 3.154549999999999841e+02
1.809810000000000075e-04 3.174510000000000218e+02
1.821699999999999990e-04 3.194589999999999463e+02
1.833670000000000081e-04 3.214809999999999945e+02
1.845720000000000075e-04 3.235149999999999864e+02
1.857849999999999975e-04 3.255629999999999882e+02
1.870049999999999892e-04 3.276220000000000141e+02
1.882339999999999870e-04 3.296949999999999932e+02
1.894710000000000025e-04 3.317810000000000059e+02
1.907149999999999926e-04 3.338790000000000759e+02
1.919679999999999889e-04 3.359920000000000186e+02
1.932299999999999914e-04 3.381179999999999950e+02
1.944989999999999957e-04 3.402570000000000050e+02
1.957770000000000061e-04 3.424089999999999918e+02
1.970630000000000070e-04 3.445740000000000123e+02
1.983579999999999870e-04 3.467549999999999955e+02
1.996610000000000116e-04 3.489479999999999791e+02
2.009729999999999882e-04 3.511560000000000059e+02
2.022930000000000095e-04 3.533759999999999764e+02
2.036220000000000098e-04 3.556109999999999900e+02
2.049599999999999892e-04 3.578609999999999900e+02
2.063070000000000019e-04 3.601250000000000000e+02
2.076620000000000050e-04 3.624019999999999868e+02
2.090270000000000029e-04 3.646949999999999932e+02
2.103999999999999913e-04 3.670009999999999764e+02
2.117820000000000130e-04 3.693210000000000264e+02
2.131740000000000024e-04 3.716580000000000155e+02
2.145740000000000093e-04 3.740070000000000050e+02
2.159840000000000110e-04 3.763729999999999905e+02
2.174029999999999919e-04 3.787529999999999859e+02
2.188310000000000060e-04 3.811469999999999914e+02
2.202689999999999878e-04 3.835570000000000164e+02
2.217160000000000029e-04 3.859820000000000277e+02
2.231730000000000129e-04 3.884230000000000018e+02
2.246390000000000019e-04 3.908779999999999859e+02
2.261150000000000128e-04 3.933500000000000227e+02
2.276009999999999915e-04 3.958369999999999891e+02
2.290960000000000034e-04 3.983380000000000223e+02
2.306010000000000102e-04 4.008559999999999945e+02
2.321160000000000118e-04 4.033909999999999627e+02
2.336410000000000082e-04 4.059399999999999977e+02
2.351759999999999994e-04 4.085059999999999718e+02
2.367210000000000126e-04 4.110880000000000223e+02
2.382759999999999934e-04 4.136850000000000023e+02
2.398420000000000120e-04 4.163009999999999877e+02
2.414179999999999983e-04 4.189320000000000164e+02
2.430040000000000065e-04 4.215789999999999509e+02
2.445999999999999824e-04 4.242420000000000186e+02
2.462070000000000231e-04 4.269230000000000018e+02
2.478250000000000201e-04 4.296220000000000141e+02
2.494530000000000120e-04 4.323349999999999795e+02
2.510920000000000144e-04 4.350679999999999836e+02
2.527419999999999732e-04 4.378160000000000309e+02
2.544019999999999810e-04 4.405810000000000173e+02
2.560740000000000152e-04 4.433659999999999854e+02
2.577559999999999899e-04 4.461649999999999636e+02
2.594499999999999910e-04 4.489839999999999804e+02
2.611539999999999868e-04 4.518189999999999600e+02
2.628700000000000090e-04 4.546730000000000018e+02
2.645969999999999876e-04 4.575439999999999259e+02
2.663349999999999767e-04 4.604329999999999927e+02
2.680849999999999921e-04 4.633399999999999750e+02
2.698460000000000181e-04 4.662659999999999627e+02
2.716190000000000162e-04 4.692100000000000364e+02
2.734039999999999864e-04 4.721739999999999213e+02
2.752000000000000214e-04 4.751539999999999964e+02
2.770079999999999743e-04 4.781539999999999395e+02
2.788280000000000077e-04 4.811720000000001392e+02
2.806600000000000132e-04 4.842099999999999795e+02
2.825039999999999908e-04 4.872669999999999959e+02
2.843599999999999947e-04 4.903419999999999845e+02
2.862280000000000249e-04 4.934359999999998649e+02
2.881089999999999888e-04 4.965520000000000209e+02
2.900019999999999790e-04 4.996859999999999786e+02
2.919069999999999955e-04 5.028390000000000555e+02
2.938249999999999998e-04 5.060120000000000005e+02
2.957549999999999762e-04 5.092049999999999841e+02
2.976979999999999947e-04 5.124170000000000300e+02
2.996540000000000011e-04 5.156509999999999536e+02
3.016229999999999953e-04 5.189039999999999964e+02
3.036049999999999773e-04 5.221789999999999736e+02
3.055989999999999857e-04 5.254719999999999800e+02
3.076069999999999976e-04 5.287870000000000346e+02
3.096279999999999974e-04 5.321219999999999573e+02
3.116619999999999851e-04 5.354769999999999754e+02
3.137099999999999763e-04 5.388550000000000182e+02
3.157710000000000096e-04 5.422540000000000191e+02
3.178459999999999923e-04 5.456730000000000018e+02
3.199340000000000170e-04 5.491130000000000564e+02
3.220359999999999911e-04 5.525759999999999081e+02
3.241520000000000230e-04 5.560599999999998317e+02
3.262809999999999886e-04 5.595650000000001683e+02
3.284249999999999735e-04 5.630929999999999609e+02
3.305830000000000162e-04 5.666420000000000528e+02
3.327550000000000082e-04 5.702140000000000555e+02
3.349410000000000039e-04 5.738060000000000400e+02
3.371410000000000032e-04 5.774220000000000255e+02
3.393560000000000218e-04 5.810610000000000355e+02
3.415860000000000055e-04 5.847229999999999563e+02
3.438299999999999928e-04 5.884070000000000391e+02
3.460889999999999995e-04 5.921130000000000564e+02
3.483630000000000255e-04 5.958429999999999609e+02
3.506520000000000166e-04 5.995969999999999800e+02
3.529550000000000114e-04 6.033719999999999573e+02
3.552739999999999869e-04 6.071720000000000255e+02
3.576089999999999976e-04 6.109969999999999573e+02
3.599580000000000119e-04 6.148429999999998472e+02
3.623230000000000070e-04 6.187150000000000318e+02
3.647030000000000215e-04 6.226090000000000373e+02
3.670999999999999784e-04 6.265299999999999727e+02
3.695109999999999931e-04 6.304719999999998663e+02
3.719390000000000044e-04 6.344420000000000073e+02
3.743829999999999966e-04 6.384349999999999454e+02
3.768420000000000081e-04 6.424510000000000218e+02
3.793180000000000163e-04 6.464930000000000518e+02
3.818100000000000053e-04 6.505610000000000355e+02
3.843189999999999909e-04 6.546549999999999727e+02
3.868440000000000116e-04 6.587730000000000246e+02
3.893850000000000132e-04 6.629149999999999636e+02
3.919439999999999730e-04 6.670850000000000364e+02
3.945190000000000220e-04 6.712809999999998354e+02
3.971110000000000135e-04 6.755019999999999527e+02
3.997200000000000015e-04 6.797489999999999100e+02
4.023459999999999862e-04 6.840220000000000482e+02
4.049890000000000217e-04 6.883220000000000027e+02
4.076500000000000154e-04 6.926499999999999773e+02
4.103280000000000057e-04 6.970019999999999527e+02
4.130240000000000083e-04 7.013830000000000382e+02
4.157380000000000233e-04 7.057920000000000300e+02
4.184689999999999807e-04 7.102259999999999991e+02
4.212180000000000047e-04 7.146870000000000118e+02
4.239860000000000026e-04 7.191789999999999736e+02
4.267709999999999971e-04 7.236960000000000264e+02
4.295750000000000198e-04 7.282419999999998481e+02
4.323980000000000163e-04 7.328170000000000073e+02
4.352380000000000094e-04 7.374169999999999163e+02
4.380979999999999922e-04 7.420480000000000018e+02
4.409759999999999873e-04 7.467060000000000173e+02
4.438730000000000106e-04 7.513930000000000291e+02
4.467900000000000235e-04 7.561100000000000136e+02
4.497249999999999946e-04 7.608559999999999945e+02
4.526800000000000095e-04 7.656299999999999955e+02
4.556539999999999983e-04 7.704339999999999691e+02
4.586479999999999767e-04 7.752680000000000291e+02
